PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202411,1,111681269,31201010003,1732943846278,30,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/100/ML/PBT/SWEET PRINCESS BABY COLOGNE/FREE/PEARS/50/ML/PBT/VENIVEL & TURMERIC BABY CREAM ",500,"100ML ",PBT,,1732943846278-unilever sri lanka ltd-pears baby#3.png
202411,1,111681269,31201010003,1732943750863,30,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/100/ML/PBT/GALAXY STAR BABY COLOGNE/FREE/PEARS/50/ML/PBT/VENIVEL & TURMERIC BABY CREAM ",500,"100ML ",PBT,,1732943750863-unilever sri lanka ltd-pears baby#3.png
202411,1,111681269,31201010003,1732273789702,43,LAKMEE EXPORTS,LAKMEE,LAKMEE/400/GM/PLPCH/TOMATO SAUCE/SAVE RS.60/=,300,"400GM ","PLPCH ",,1732943750863-unilever sri lanka ltd-pears baby#3.png
202411,1,111681269,31201010003,1731483545098,13,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/350(70G×5)/GM/CDB/PURE & GENTLE BABY SOAP WITH OLIVE OIL & MOISTURE CREAM/SAVE RS. 45/=/FREE/PEARS/70/GM/CDB/100% NATURAL EXTRACTS ALOE VERA & NEEM ",680,350GM(70G×5),CDB,,1732943750863-unilever sri lanka ltd-pears baby#3.png
202411,1,111681269,31201010003,1732943992374,19,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/50/ML/PBT/100% NATURAL EXTRACTS RATHMAL BABY CREAM FOR SOOTHING SKIN ",180,"50ML ",PBT,,1732943992374-unilever sri lanka ltd-pears baby#3.png
202411,2,131552603,11101020053,1732611290154,5,BLUETWO (PRIVATE) LIMITED,BLUENILES,BLUENILES - BOTTLED DRINKING WATER/5000ML/PLBOT,400,5000ML,PLBOT,,1732611290154-bluetwo -private- limited-blueniles#3.png
202411,1,874076,15986010001,1732869557538,24,WIJAYA PRODUCTS (PVT) LTD,"WIJAYA ",WIJAYA  / 85 / GM  / EWRPK  / HOT & SPICY,120,"85 GM ","EWRPK ",,1732869557538-wijaya products -pvt- ltd-wijaya #3.png
202411,1,874076,15986010001,1732862467253,13,UNILEVER SRI LANKA LTD,LUX,LUX  / 100 / GM  / EWRPK/ FRESH SPLASH/ SAVE 10,165,"100 GM ","EWRPK ",,1732862467253-unilever sri lanka ltd-lux#3.png
202411,1,874076,15986010001,1732861660371,13,UNILEVER SRI LANKA LTD,"LUX ","LUX/ 100 / GM  /EWRPK/ SANDAL & CREAM ",0,100 GM,"EWRPK ",Delete the Item,1732861660371-unilever sri lanka ltd-lux #3.png
202411,1,874076,15986010001,1732869308261,24,WIJAYA PRODUCTS (PVT) LTD,"WIJAYA ",WIJAYA / 85 / GM  / EWRPK  /VEGGIE MASALA,120,"85 GM ","EWRPK ",,1732869308261-wijaya products -pvt- ltd-wijaya #3.png
202411,1,874076,15986010001,1732869044761,24,WIJAYA PRODUCTS (PVT) LTD,"WIJAYA ","WIJAYA / 85 / GM/ EWRPK  / SEA FOOD ",120,"85 GM ","EWRPK ",,1732869044761-wijaya products -pvt- ltd-wijaya #3.png
202411,1,874076,15986010001,1732861848011,13,UNILEVER SRI LANKA LTD,"LUX ",LUX/ 1OO / GM  /EWRPK  /SANDAL & CREAM / SAVE 10,165,100 GM,"EWRPK ",,1732861848011-unilever sri lanka ltd-lux #3.png
202411,1,874076,15986010001,1732862717604,13,UNILEVER SRI LANKA LTD,LUX,LUX / 100 / GM / EWRPK  / BRIGHT GLOW  /SAVE 10,165,"100 GM ","EWRPK ",,1732862717604-unilever sri lanka ltd-lux#3.png
202411,1,41281654,12303010002,1732696668436,12,SUNSHINE COUNSUMER LANKA LTD,RAN KAHATA,RAN KAHATA TEA /50GM/PLPCH/+ SAVE RS 10,100,50GM,PLPCH,,1732862717604-unilever sri lanka ltd-lux#3.png
202411,1,131557371,71404010009,1732948228567,19,UNILEVER SRI LANKA LTD,"PEARS ","PEARS/50/ML/PBT/100% NATURAL EXTRACTS RATHMAL BABY CREAM ",180,50ML,PBT,,1732948228567-unilever sri lanka ltd-pears #3.png
202411,1,131557371,71404010009,1732606445704,26,UNILEVER SRI LANKA LTD,CLEAR,CLEAR/180/ML/PBT/MEN ANTI-DANDRUFF SHAMPOO DEEP CLEANSE + SAVE AS 60 RS,840,180ML,PBT,,1732606445704-unilever sri lanka ltd-clear#3.png
202411,1,131557371,71404010009,1732948423298,19,UNILEVER SRI LANKA LTD,"PEARS ",PEARS/100/ML/PBT/100% NATURAL EXTRACTS KOKUM BABY CREAM,370,100ML,PBT,,1732948423298-unilever sri lanka ltd-pears #3.png
202411,1,131557371,71404010009,1732944776257,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP,220,75GM,CDBOX,,1732944776257-sanjeewaka ayurvedic products-chandanalepa#3.png
202411,1,131557371,71404010009,1732944952322,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP,220,75GM,CDBOX,,1732944952322-sanjeewaka ayurvedic products-chandanalepa#3.png
202411,1,131557371,71404010009,1732606936173,26,UNILEVER SRI LANKA LTD,CLEAR,CLEAR/180/ML/PBT/ ANTI-DANDRUFF SCALP CARE  SHAMPOO ICE COOL MENTHOL + FREE TOOTHPASTE/AYUSH/70/GM/CDBOX/TOTAL ORAL CARE,870,180ML,CDBOX,,1732606936173-unilever sri lanka ltd-clear#3.png
202411,1,131557371,71404010009,1732701179783,6,CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490/GM/PLPCH/SUPER CREAM CRACKER + SAVE AS 60 RS,420,490GM,PLPCH,,1732606936173-unilever sri lanka ltd-clear#3.png
202411,1,131557371,71404010009,1732948563425,19,UNILEVER SRI LANKA LTD,"PEARS ","PEARS/50/ML/PBT/100% NATURAL EXTRACTS KOKUM BABY CREAM ",180,50ML,PBT,,1732948563425-unilever sri lanka ltd-pears #3.png
202411,1,131557371,71404010009,1732948077379,19,UNILEVER SRI LANKA LTD,"PEARS ","PEARS/100/ML/PBT/100% NATURAL EXTRACTS RATHMAL BABY CREAM ",370,100ML,PBT,,1732948077379-unilever sri lanka ltd-pears #3.png
202411,1,125882396,61402010009,1731905833188,6,CEYLON BISCUITS LIMITED,"SNAP,IT","SNAP, IT/CRUNCHY/CARAMALIZED/125 GM/PLPCH",150,125,PLPCH,,1732948077379-unilever sri lanka ltd-pears #3.png
202411,1,90904722,11201010030,1731313250133,6,CEYLON BISCUITS LIMITED,MUNCHEE SNAP IT,MUNCHEE SNAP IT CRUNCHY CARAMALIZED BISCUIT/125GM/PLWRP,150,125GM,PLWRP,,1732948077379-unilever sri lanka ltd-pears #3.png
202411,1,56151135,14060010001,1732955779345,6,CEYLON BISCUITS LIMITED,MUNCHEE SNAP.IT,"MUNCHEE/125/GM/PLPCH/SNAP.IT CRUNCHY CARAMALIZED BISCUITS ",150,125GM,"PLPCH ",,1732955779345-ceylon biscuits limited-munchee snap-it#3.png
202411,1,56151135,14060010001,1732595531078,12,SUNSHINE COUNSUMER LANKA LTD,RAN KAHATA,RAN KAHATA/50/GM/PLPCH/TEA SAVE RS.10/-,100,50GM,"PLPCH ",,1732955779345-ceylon biscuits limited-munchee snap-it#3.png
202411,1,131554171,13426010004,1731473488185,16,UNILEVER SRI LANKA LTD,SUNLIGHT,SUNLIGHT/100* 2/G/EWRPK/WITH REAL LEMON POWER,220,200G,"EWRPK ",,1732955779345-ceylon biscuits limited-munchee snap-it#3.png
202411,1,131554171,13426010004,1731298967512,16,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT/110 × 2/G/EWRPK/LEMON LAUNDRY BAR,170,110G × 2,EWRPK,,1732955779345-ceylon biscuits limited-munchee snap-it#3.png
202411,1,101063682,20566010001,1731313791857,16,UNILEVER SRI LANKA LTD,SUNLIGHT,SUNLIGHT/200/G/EWEPK/WITH REAL LEMON POWER (100G×2),220,200G,EWERPK,,1732955779345-ceylon biscuits limited-munchee snap-it#3.png
202411,4,793031,19784040001,1732949851930,4,CARGILLS DAIRIES (PVT)LTD,"MAGIC ",MAGIC VANILLA & CHOCOLATE ICE CREAM 1000ML,620,1000ML,PLTUB,,1732949851930-cargills dairies -pvt-ltd-magic #3.png
202411,1,793031,19784010001,1732952791811,16,GREEN LANKA CONSUMER (PVT)LTD,SUDUMAL,SUDUMAL DETERGENT BAR - YELLOW WITH ARALIYA & LEMON 160GM,80,160GM,"EWRPK ",,1732952791811-green lanka consumer -pvt-ltd-sudumal#3.png
202411,1,793031,19784010001,1732686045186,6,CEYLON BISCUITS LIMITED,"MUNCHEE ",MUNCHEE SNAP'IT CRUNCHY CARAMALIZED 125GM,150,125GM,PLPCH,,1732952791811-green lanka consumer -pvt-ltd-sudumal#3.png
202411,1,793031,19784010001,1732952394738,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY PURE & GENTLE BABY SOAP WITH OLIVE OIL & MOISTURE CREAM 90GM,190,90GM,CDBOX,,1732952394738-unilever sri lanka ltd-pears baby#3.png
202411,1,793031,19784010001,1732771016350,16,UNILEVER SRI LANKA LTD,"SUNLIGHT ",SUNLIGHT WITH REAL LEMON POWER 100*2 (200)GM,220,100GM,"EWRPK ",,1732952394738-unilever sri lanka ltd-pears baby#3.png
202411,1,793031,19784010001,1732770384881,16,UNILEVER SRI LANKA LTD,"WONDERLIGHT ",WONDERLIGHT JASMINE LAUNDRY BAR 110*2 (220GM),170,110GM,"EWRPK ",,1732952394738-unilever sri lanka ltd-pears baby#3.png
202411,1,8159141,17803010001,1731214858765,6,CEYLON BISCUITS LIMITED,"MUNCHEE SNAP ,IT","MUNCHEE/125/GM/SNAP,IT/PLPCH ",150,125 GM,"PLPCH ",,30107-little lion associates-little lion batter carol#3.png
202411,1,43980579,11201010002,1731313250133,6,CEYLON BISCUITS LIMITED,MUNCHEE SNAP IT,MUNCHEE SNAP IT CRUNCHY CARAMALIZED BISCUIT/125GM/PLWRP,150,125GM,PLWRP,,30107-little lion associates-little lion batter carol#3.png
202411,1,67616893,12103010029,1732950079290,29,WIPRO ENTERPRISE PVT LTD,SOFTOUCH,"SOFTOUCH/54/ML/PLPCH/2X FRENCH PERFUME AFTER WASH FABRIC CONDITIONER ",60,54 ML,PLPCH,,1732950079290-wipro enterprise pvt ltd-softouch#3.png
202411,1,67616893,12103010029,1732949372505,13,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS BABY/70/GM/CDBOX/RATHMAL BABY SOAP ",125,70 GM,"CDBOX ",,1732949372505-unilever sri lanka ltd-pears baby#3.png
202411,1,67616893,12103010029,1732167994914,13,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/70/GM/CDBOX/BEE'S HONEY BABY SOAP ",125,70 GM,"CDBOX ",,1732949372505-unilever sri lanka ltd-pears baby#3.png
202411,1,67616893,12103010029,1731318701442,6,CEYLON BISCUITS LIMITED,"MUNCHEE ",MUNCHEE/125/GM/PLPCH/SNAP IT CRUNCHY CARAMALIZED,150,125 GM,"PLPCH ",,1732949372505-unilever sri lanka ltd-pears baby#3.png
202411,1,67616893,12103010029,1732168050597,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/70/GM/CDBOX/KOKUM BABY SOAP,125,70 GM,"CDBOX ",,1732949372505-unilever sri lanka ltd-pears baby#3.png
202411,1,118273754,18846010001,1732952390520,10,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO /SEA FOOD FLAVOURED/ DEVILLED SOYA/ 110/ GM/ PLPCH,180,110 GM,PLPCH,,1732952390520-nelco food products -pvt- ltd-nelco#3.png
202411,1,77358084,18830010001,1731043291173,6,CEYLON BISCUITS LIMITED,"MUNCHEE BISCUITS ","MUNCHEE/ SNAP.IT /CRUNCHY CARAMALIZED/ BISCUITS/125/GM/PLPCH ",150,125 GM,PLPCH,,1732952390520-nelco food products -pvt- ltd-nelco#3.png
202411,1,110083314,18872010001,1732694401405,16,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),"VENDOL ",VENDOL/ KUNKUMA SOAP/ WHITENING /BE BEAUTIFUL /WITH/ PLEASANT SMELLING/ 80 /GM /CDBOX + SAVE/ RS /40,0,80 GM,CDBOX,Delete the Item,1732694401405-godakanda herbals -pvt- ltd - -vendol lanka--vendol #2.png
202411,1,110083314,18872010001,1731043291173,6,CEYLON BISCUITS LIMITED,"MUNCHEE BISCUITS ","MUNCHEE/ SNAP.IT /CRUNCHY CARAMALIZED/ BISCUITS/125/GM/PLPCH ",150,125 GM,PLPCH,,1732694401405-godakanda herbals -pvt- ltd - -vendol lanka--vendol #2.png
202411,1,110083314,18872010001,1731386841122,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/ RATHMAL BABY SOAP/ FOR SOOTHING SKIN /70/ GM/ CDBOX,125,70 GM,CDBOX,,1732694401405-godakanda herbals -pvt- ltd - -vendol lanka--vendol #2.png
202411,1,41198466,12103010025,1732949372505,13,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS BABY/70/GM/CDBOX/RATHMAL BABY SOAP ",125,70 GM,"CDBOX ",,1732694401405-godakanda herbals -pvt- ltd - -vendol lanka--vendol #2.png
202411,1,41198466,12103010025,1732168050597,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/70/GM/CDBOX/KOKUM BABY SOAP,125,70 GM,"CDBOX ",,1732694401405-godakanda herbals -pvt- ltd - -vendol lanka--vendol #2.png
202411,1,41198466,12103010025,1732167994914,13,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/70/GM/CDBOX/BEE'S HONEY BABY SOAP ",125,70 GM,"CDBOX ",,1732694401405-godakanda herbals -pvt- ltd - -vendol lanka--vendol #2.png
202411,1,131553362,11107010022,1731920671393,6,CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/125G/POLY PACK/SNAP IT,150,125G,"POLY PACK ",,1731920671393-ceylon biscuits limited-munchee#3.png
202411,1,103141402,14562010006,1732944643847,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA BABY,CHANDANALEPA/70/GM/CDBOX/RATHMAL & POKURU WADA BABY SOAP,140,70 GM,"CDBOX ",,1732944643847-sanjeewaka ayurvedic products-chandanalepa baby#3.png
202411,1,101298428,20566010002,1732950793200,10,THINAYA INTERNATIONAL PVT LTD,THINAYA,"THINAYA/90/GM/PLPCH/FISH FLAVOUR ",150,90 GM,PLPCH,,1732950793200-thinaya international pvt ltd-thinaya#3.png
202411,1,101298428,20566010002,1732948133943,19,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,"PANDA BABY /100/ML/PBT/WITH PURE OLIVE OIL+TOILET SOAP /PANDA BABY/60/GM/CDBOX/RATHMAL BABY SOAP ",370,100ML,PBT,,1732948133943-nature-s beauty creations ltd-panda baby#3.png
202411,1,47142235,20301010001,1732096592145,19,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/50/ML/PLBOT/KOKUM BABY CREAM FOR MOISTURISED SKIN,180,50ML,PLBOT,,1732948133943-nature-s beauty creations ltd-panda baby#3.png
202411,1,47142235,20301010001,1732950272609,19,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/100/ML/PLBOT/KOKUM BABY CREAM ",370,100ML,PLBOT,,1732950272609-unilever sri lanka ltd-pears baby#3.png
202411,5,14608,679050001,1732941218109,38,KESELWATTA AGENCIES,DEXPRO NC THINNER,DEXPRO/1000/ML/PLBOT/N.C THINNER,1190,1000 ML,"PLBOT ",,1732941218109-keselwatta agencies-dexpro nc thinner#3.png
202411,1,60500011,12575010001,1732880521782,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY/70/G/CDBOX/BEE'S HONEY BABY SOAP FOR HEALTHY SKIN,125,70G,CDBOX,,1732880521782-unilever sri lanka ltd-pears baby#3.png
202411,1,60500011,12575010001,1731742412363,6,CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,"MUNCHEE SUPER CREAM CRACKER/490/G/PLPCH/60/- SAVE ",420,490G,"PLPCH ",,1732880521782-unilever sri lanka ltd-pears baby#3.png
202411,1,60500011,12575010001,1732880876126,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1000/G/PLPCH/CLEAN & SAKURA DETERGENT POWDER WITH SUNLIGHT 2  IN 1 CLEAN & ROYAL LAVENDER 200G FREE,380,"1000G+200G ",PLPCH,,1732880876126-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,60500011,12575010001,1732880326774,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/70/G/CDBOX/KOKUM BABY SOAP FOR MOISTURISED SKIN,125,70G,CDBOX,,1732880326774-unilever sri lanka ltd-pears baby#3.png
202411,1,60500011,12575010001,1732526539662,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY/70/G/CDBOX/RATHMAL  BABY FOR SOOTHING SKIN,125,70G,CDBOX,,1732880326774-unilever sri lanka ltd-pears baby#3.png
202411,1,60500011,12575010001,1732881149197,11,CEYLON MINT,DOMIE,DOMIE/1/NO/MINT CHOC,5,1 NO,,,1732881149197-ceylon mint-domie#2.png
202411,2,125882357,61402020004,1732268128722,2,NESTLE LANKA,MILO,NESTLE/MILO/CHOCOLATE/MALT/FOOD/DRINKVALUE/PACK/125ML/TPK,100,125 ML,TPK,,1732881149197-ceylon mint-domie#2.png
202411,1,425489,10202010002,1731927485771,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/70/GM/CDBOX/KOKUM BABY SOAP,125,70GM,CDBOX,,1732881149197-ceylon mint-domie#2.png
202411,1,425489,10202010002,1732092204119,13,UNILEVER SRI LANKA LTD,PEARS BABY,"PEARS/70/GM/CDBOX/BEE'S HONEY BABY SOAP ",125,70GM,"CDBOX ",,1732881149197-ceylon mint-domie#2.png
202411,1,113829164,31401010004,1732263494668,11,CEYLON TOFFEES (PVT)LTD,"DOMIE ",DOMIE/1NO/EWPRK/MINTY CHOC,5,1NO,"EWPRK ",,1732881149197-ceylon mint-domie#2.png
202411,1,113829164,31401010004,1732263846558,11,CEYLON TOFFEES (PVT)LTD,"DOMIE ","DOMIE/1NO /EWPRK/CHOCO BLASTER ECLAIRS ",10,1NO,"EWPRK ",,1732881149197-ceylon mint-domie#2.png
202411,5,12039,68050004,1732792743833,37,CAUSEWAY PAINTS LANKA(PVT) LIMITED,CHAMP,"CHAMP/INTERIOR EMULSION/20 LITRE /MAXIMUM HIDING/ BRILLIANT WHITE ",32300,20 LITRE,,,1732792743833-causeway paints lanka-pvt- limited-champ#3.png
202411,5,12039,68050004,1732792330245,37,CAUSEWAY PAINTS LANKA(PVT) LIMITED,CHAMP,CHAMP/INTERIOR EMULSION/4 LITRE/ MAXIMUM HIDING/BRILLIANT WEITE,16900,4 LITRE,,,1732792330245-causeway paints lanka-pvt- limited-champ#3.png
202411,5,12039,68050004,1732792040764,37,CAUSEWAY PAINTS LANKA(PVT) LIMITED,CHAMP,CAUSEWAY/ CHAMP / INTERIOR EMULSION/ 1LITRE/BRILLIANT WHITE,2150,1 LITRE,,,1732792040764-causeway paints lanka-pvt- limited-champ#3.png
202411,2,8149689,11723020002,1731752507089,2,NESTLE LANKA,MILO,MILO VALUE PACK/125/ML/TPK,100,125ML,TPK,,1732792040764-causeway paints lanka-pvt- limited-champ#3.png
202411,1,8159068,17800010001,1732785807805,25,ICL MARKETING,FEMS,FEMS/01/NO/PLPCH/DRITEX WINGS/3X PROTECTION/10 SANITARY NAPKINS,270,01 NO,"PLPCH ",,1732785807805-icl marketing-fems#3.png
202411,1,8159068,17800010001,1732857678797,24,LAKMEE EXPORTS,LAKMEE,"LAKMEE/130/GM/PLPCH/INSTANT MAGIC MIX NOODLES+FREE LAKMEE CHILLI & GARLIC 15 GM SACHET ",150,130 GM,"PLPCH ",,1732857678797-lakmee exports-lakmee#3.png
202411,1,133670162,14593010001,1732610528886,16,UNILEVER SRI LANKA LTD,SUNLIGHT,SUNLIGHT/200(100G×2)/GM/EWREP/REAL LEMON POWER,220,200GM(100G×2),"EWREP ",,1732857678797-lakmee exports-lakmee#3.png
202411,1,133670162,14593010001,1732862560215,7,SEHANSA CONFECTIONERY,"SEHANSA ",SEHANSA/600/GM/CDB/HAPPY BIRTHDAY CAKE,1000,600GM,CDB,,1732862560215-sehansa confectionery-sehansa #3.png
202411,1,8153645,13761010001,1732595531078,12,SUNSHINE COUNSUMER LANKA LTD,RAN KAHATA,RAN KAHATA/50/GM/PLPCH/TEA SAVE RS.10/-,100,50GM,"PLPCH ",,1732862560215-sehansa confectionery-sehansa #3.png
202411,1,41410681,23201010008,1731312475318,6,CEYLON BISCUITS LIMITED,MUNCHEE,"MUNCHEE\125\GM\PLPCH\SNAP IT CRUNCHY CARAMALIZED BISCUITS ",0,125GM,PLPCH,,1732862560215-sehansa confectionery-sehansa #3.png
202411,1,125882423,61402010006,1732339000811,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/RATHMAL/FOR/SOOTHING/SKIN/70GM/CDBOX,125,70GM,CDBOX,,1732862560215-sehansa confectionery-sehansa #3.png
202411,1,125882423,61402010006,1732769162709,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/BEST EVER/2 IN 1/CLEAN & LEMON FRESH/1000 GM/PLPCH/FREE WITH/SUNLIGHT/BEST EVER/2 IN1/CLEAN/&/LAVENDER/200 GM/PLPCH,380,1000 GM,PLPCH,,1732769162709-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,125882423,61402010006,1732772225080,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VOLIN,VENDOL/VOLIN/PINK/ORIGINAL/SECRET/BEAUTY/OIL/WITH/KUMKUMADI/80 GM/CDBOX,100,80 GM,CDBOX,,1732772225080-godakanda herbals -pvt- ltd - -vendol lanka--volin#3.png
202411,1,125882423,61402010006,1732339181370,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/BABY/SOAP/KOKUM/FOR/MOISTURISED/SKIN/70GM/CDBOX,125,70 GM,CDBOX,,1732772225080-godakanda herbals -pvt- ltd - -vendol lanka--volin#3.png
202411,1,125882423,61402010006,1732772498490,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VOLIN,VENDOL/VOLIN/KOHOMBA/ORIGINAL/SECRET/BEAUTY/OIL/WITH/KOHOMBA/80 GM/CDBOX,100,80 GM,CDBOX,,1732772498490-godakanda herbals -pvt- ltd - -vendol lanka--volin#3.png
202411,1,125882423,61402010006,1732769344583,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/BEST EVER/2 IN 1/CLEAN & JASMINE FRESH/1000 GM/PLPCH/FREE WITH/SUNLIGHT/BEST EVER/2 IN1/CLEAN/&/LAVENDER/200 GM/PLPCH,380,1000 GM,PLPCH,,1732769344583-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,55235153,31201010004,1731405306093,6,CEYLON BISCUITS LIMITED,MUNCHEE SNAP IT,MUNCHEE SNAP IT/125/GM/PLPCH/CRUNCHY CARAMALIZED,150,125GM,"PLPCH ",,1732769344583-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,8146156,11104010003,1731395066410,13,UNILEVER SRI LANKA LTD,PEARS,PEARS\70\CD BOX\BEE'S HONEY FOR HEALTHY SKIN,125,70G,CD BOX,,1732769344583-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,8146156,11104010003,1732082189056,6,CEYLON BISCUITS LIMITED,MUNCHEE SNAP IT,MUNCHEE\125\G\PLPCH \SNAP IT,150,125G,PLPCH,,1732769344583-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,8146156,11104010003,1731225783510,25,HEMAS MARKETING,FEMS,"FEMS\10NO (1PACK)\EWRPK \COTTON FEEL WINGS EXTRA SOFT 3X PROTECTION ",270,10NO (1PACK),"EWRPK ",,1732769344583-unilever sri lanka ltd-sunlight detergent#3.png
202411,1,8146156,11104010003,1732081446974,6,CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE\490\G\PLPCH \SUPER CREAM CRACKER  SAVE RS 60,0,490G,PLPCH,,1732769344583-unilever sri lanka ltd-sunlight detergent#3.png
