PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202502,1,130510794,14029010004,1739950190553,28,ALL FOCUS (PVT) LTD,SANDUN,"SANDUN/100/GM/PLPCH/PEPPER POWDER ",400,"100GM ","PLPCH ",,1739950190553-all focus -pvt- ltd-sandun#3.png
202502,1,130510794,14029010004,1740133251789,16,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT/220(110G×2)/GM/EWREP/JASMINE LAUNDRY BAR,200,220GM(110G×2),"EWREP ",,1740133251789-unilever sri lanka ltd-wonderlight#3.png
202502,1,42275355,12102010008,1740376337671,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT 2 IN 1 CLEAN & CITRUS FRESH/50/GM/PLPCH,25,50GM,PLPCH,Any other reason,1740133251789-unilever sri lanka ltd-wonderlight#3.png
202502,1,41533587,12102010001,1740634864166,6,USWATTE CONFECTIONERY,WAFERS,USWATTE FAMILY WAFERS STRAWBERRY/400/GM/PLPCH,500,400GM,PLPCH,,1740634864166-uswatte confectionery-wafers#3.png
202502,1,41533587,12102010001,1740376337671,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT 2 IN 1 CLEAN & CITRUS FRESH/50/GM/PLPCH,25,50GM,PLPCH,,1740634864166-uswatte confectionery-wafers#3.png
202502,1,133670162,14593010001,1740293610241,23,NESTLE LANKA,NESTOMALT,"NESTOMALT/400/GM/CDB/1ST CUP MALTED FOOD/FREE/MAGGI/76/GM/PLPCH/PAPARE CHILLI CHICKEN FLAVOUR ",780,400GM,CDB,,1740634864166-uswatte confectionery-wafers#3.png
202502,1,133670162,14593010001,1740641211680,27,HEMAS MARKETING,CLOGARD FRESH,"CLOGARD/120/GM/CDB/MAXIMUM CAVITY PROTECTION DUAL ACTION/FREE/40/GM/TOOTHPASTE ",240,"120GM ",CDB,,1740641211680-hemas marketing-clogard fresh#3.png
202502,1,111618991,14329010008,1739702925965,26,UNILEVER SRI LANKA LTD,DOVE,"DOVE/180ML/PLBOT/DAMAGE THERAPY INTENSE REPAIR SHAMPOO ",750,180ML,"PLBOT ",,1740641211680-hemas marketing-clogard fresh#3.png
202502,1,111618991,14329010008,1740653648457,26,UNILEVER SRI LANKA LTD,CLEAR,"CLEAR/180ML/PLBOT/MEN COOL SPORT MENTHOL FREE AYUSH TOAL ORAL CARE TOOTHPAST 70G ",900,"180ML ","PLBOT ",,1740653648457-unilever sri lanka ltd-clear#3.png
202502,1,64205929,10192010001,1740198698450,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/50/GM/PLPCH/2IN1 CLEAN & CITRUS FRESH,25,50GM,PLPCH,,1740653648457-unilever sri lanka ltd-clear#3.png
202502,1,60933885,11665010001,1740198698450,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/50/GM/PLPCH/2IN1 CLEAN & CITRUS FRESH,25,50GM,PLPCH,,1740653648457-unilever sri lanka ltd-clear#3.png
202502,5,13275,868050004,1740551730862,38,"JKB CHEMICAL ","SUPER ",SUPER FRENCH POLISH 180ML / HIGH GLOSS / GBT,585,"180ML ",GBT,,1740551730862-jkb chemical -super #1.png
202502,1,557879,15122010001,1740632431798,13,HERALIYAWELA INDUSTRIES,OMIL,"OMIL BABY SOAP / 100GM ORGANIC / CDBOX ",135,"100GM ","CDBOX ",,1740632431798-heraliyawela industries-omil#3.png
202502,1,77774047,18483010002,1740633302906,16,"BUTTERFLY INDUSTRIES ",BUTTERFLY,"BUTTERFLY/125/GM/LAUNDRY SOAP/EWRPK ",75,125 GM,EWRPK,,1740633302906-butterfly industries -butterfly#3.png
202502,1,135072035,52404010002,1740554278968,28,CROWN GRINDING MILLS,CROWN,CROWN/250/GM/CHILLI POWDER,400,250 GM,"PLPCH ",,1740554278968-crown grinding mills-crown#3.png
202502,1,135072035,52404010002,1740554666985,28,CROWN GRINDING MILLS,CROWN,CROWN/250/GM/CURRY POWDER,360,250 GM,PLPCH,,1740554666985-crown grinding mills-crown#3.png
202502,1,275596,13305010002,1740041255900,26,UNILEVER SRI LANKA LTD,LIFEBUOY,"LIFEBOY\40\ML\PLBOT \HEALTH SHAMPO ANTI DANDRUFF SHAMPOO ",130,40ML,"PLBOT ",,1740554666985-crown grinding mills-crown#3.png
202502,1,42876874,81301090001,1740629017323,39,ARALIYA BOOK INDUSTRIES (PVT) LTD,ARALIYA,ARALIYA/1/NO/DOUBLE RULED 160 PGS EX BOOK,230,,,,1740629017323-araliya book industries -pvt- ltd-araliya#3.png
202502,1,42876874,81301090001,1740629700314,39,RIO MARKETING (PVT) LTD,KIWI,KIWI/1/NO/JAFFNA RULED 160 PGS A5 EX BOOK,210,,,,1740629700314-rio marketing -pvt- ltd-kiwi#3.png
202502,5,13195,182050002,1740636504235,38,ST.ANTHONY'S COATINGS (PVT) LTD,SF,SF/1000/ML/PLCAN/WOOD CARE WATER BASED ALL IN ONE/ST.ANTHONY'S  COATINGS (PVT) LTD,8050,1000 ML,"PL CANS ",,1740636504235-st-anthony-s coatings -pvt- ltd-sf#3.png
202502,5,13195,182050002,1740636682172,38,ST.ANTHONY'S COATINGS (PVT) LTD,SF,SF/500/ML/PL CANS /WOOD CARE WATER BASED ALL IN ONE/ST.ANTHONY'S COATINGS (PVT) LTD,3150,500 ML,"PL CANS ",,1740636682172-st-anthony-s coatings -pvt- ltd-sf#3.png
202502,1,101292761,17983010003,1740120611244,15,UNILEVER SRI LANKA LTD,"SUNLIGHT ",SUNLIGHT 2IN1/50/G/EWRPK/NO-1/CLEAN & CITRUS FRESH,25,50G,EWRPK,,1740636682172-st-anthony-s coatings -pvt- ltd-sf#3.png
202502,1,46005941,13401010001,1739001119813,40,HUTCH,HUTCH,HUTCH \79\R.S\1NO\PREPAID INTERNET (DATA)CARD,0,79RS,CARD,,1740636682172-st-anthony-s coatings -pvt- ltd-sf#3.png
202502,1,8166575,20647010001,1740635984362,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,"SUNLIGHT/50/GM/PLPCH/2IN 1 CLEAN AND CITRUS FRESH ",25,"50GM ","PLPCH ",,1740635984362-unilever sri lanka ltd-sunlight detergent#3.png
202502,1,115898349,21307010003,1740659395465,28,"HORIZON CONSUMER PRODUCTS (PVT) LTD ",SUPER CHEF,"SUPER CHEF\400\G\PLCUP\GREEN CURRY PASTE ",2685,"400 G ","PLCUP ",,1740659395465-horizon consumer products -pvt- ltd -super chef#3.png
202502,1,115898349,21307010003,1740657697351,43,GRANDEUR FOOD SOLUTIONS (PVT) LTD,"ST LUCKY FAMILY ","ST.LUCKY FAMILY\710\G\GLBT\THAI SWEET CHILLI SAUCE ",2250,710 G,"GLBT ",,1740657697351-grandeur food solutions -pvt- ltd-st lucky family #3.png
202502,1,115898349,21307010003,1740659708198,28,EAST WEST MARKETING,MAE PLOY,"MAE PLOY\400\G\PLCUP\ TOM YUM PASTE ",2380,"400 G ","PLCUP ",,1740659708198-east west marketing-mae ploy#3.png
202502,1,115898349,21307010003,1740657352696,43,GRANDEUR FOOD SOLUTIONS (PVT) LTD,KIKKOMEN,"KIKKOMAN\1000\ML\PLBT\SOYA SAUCE ",4600,1000 ML,"PLBT ",,1740657352696-grandeur food solutions -pvt- ltd-kikkomen#3.png
202502,1,115898349,21307010003,1740657211355,43,EAST WEST MARKETING,SUREE,"SUREE\690\ML\GLBT\SWEET CHILLI DIPPING SAUCE ",3555,690 ML,"GLBT ",,1740657211355-east west marketing-suree#3.png
202502,1,115898349,21307010003,1740657487002,43,EDINBOROUGH PRODUCTS,EDINBOROUGH,"EDINBOROUGH\360\G\PLBT\MAYONNAISE VEGETARIAN ",1150,360 G,"PLBT ",,1740657487002-edinborough products-edinborough#3.png
202502,1,115898349,21307010003,1740657061436,43,EAST WEST MARKETING,MAE PLOY,MAE PLOY\330\G\GLBT\SIRACHA CHILLI SAUCE,2010,330 G,"GLBT ",,1740657061436-east west marketing-mae ploy#3.png
202502,1,115898349,21307010003,1740659570520,28,"GRANDEUR FOOD SOLUTIONS (PVT) LTD ","ST.LUCKY FAMILY ","ST LUCKY FAMILY\400\G\PLCUP\ RED CURRY PASTE ",3400,"400 G ","PLCUP ",,1740659570520-grandeur food solutions -pvt- ltd -st-lucky family #3.png
202502,1,115898349,21307010003,1740659942529,43,GRANDEUR FOOD SOLUTIONS (PVT) LTD,"VIRGINIA GREEN GARDEN ","VIRGINIA GREEN GARDEN \710\G\GLBT\THAI STYLE SWEET CHILLI SAUCE ",2250,"710 G ","GLBT ",,1740659942529-grandeur food solutions -pvt- ltd-virginia green garden #3.png
202502,1,115898349,21307010003,1740659255534,28,GRANDEUR FOOD SOLUTIONS (PVT) LTD,"SUREE ","SUREE\400\G\PLCUP\THAI GREEN CURRY PASTE ",3400,"400 G ","PLCUP ",,1740659255534-grandeur food solutions -pvt- ltd-suree #3.png
202502,1,8165962,20624010001,1740378024091,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,"SUNLIGHT/50/GM/PLPCH/2 IN 1 CLEAN & CITRUS FRESH POWDER ",25,50GM,PLPCH,,1740659255534-grandeur food solutions -pvt- ltd-suree #3.png
202502,1,8165962,20624010001,1739500495615,6,CEYLON BISCUITS LIMITED,MUNCHEE KOME,MUNCHEE KOME/15/GM/PLPCH/RICE CRACKER BITES HOT CHILLI FLAVOUR,50,15GM,PLPCH,,1740659255534-grandeur food solutions -pvt- ltd-suree #3.png
202502,1,8165962,20624010001,1739270463674,25,HEMAS MARKETING,FEMS,FEMS/10/NAPKINS/PLPCH/COTTON FEEL WINGS 3X PROTECTION SANITARY NAPKINS,270,10NAPKINS,PLPCH,,1740659255534-grandeur food solutions -pvt- ltd-suree #3.png
202502,1,8165962,20624010001,1739270271518,25,HEMAS MARKETING,FEMS,FEMS/10/NAPKINS/PLPCH/DRYTEX WINGS 3X PROTECTION SANITARY NAPKINS,270,10NAPKINS,PLPCH,Any other reason,1740659255534-grandeur food solutions -pvt- ltd-suree #3.png
202502,2,243909,12208020003,1740639007877,5,CHIRAN INDUSTRIES (PVT) LTD,NANO,NANO/5/L/PLBT/BOTTLED DRINKING WATER,400,5L,PLBT,Invoices not available,1740639007877-chiran industries -pvt- ltd-nano#3.png
